,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
MAE,6.561296926,5.580153907,5.12779835,4.765157131,4.503675758,4.222009078,4.152394301,4.111849265,4.111998834,4.111940314,NA,4.218357806,8.246325045,7.288405746,6.679395006
MAE,7.196043138,5.974475173,5.645959679,5.43909272,5.188154345,4.951933002,4.892775296,4.911690501,4.914301022,4.914247261,NA,4.309607027,9.387629516,6.748367946,7.60550894
MAE,6.671779437,5.606607172,5.371977268,5.135773379,4.90921717,4.736224327,4.59743935,4.540871943,4.533272143,4.533265891,NA,4.481297223,8.538147998,7.204370139,8.091688305
MAE,5.89660695,4.913833232,4.633567437,4.218156312,3.830982005,3.527048765,3.380102374,3.334389822,3.334954624,3.334942221,NA,3.623086244,8.237699911,7.356483508,7.044985665
MAE,5.8114102,4.805687886,4.307224694,3.986245052,3.816395237,3.710321979,3.657395884,3.626377381,3.626594081,3.626614857,NA,3.583669995,8.888519441,7.172829319,6.800107663
MAE,6.06119889,5.091365523,4.613188293,4.301228287,3.983255371,3.782052029,3.702357486,3.695483126,3.695430066,3.695410754,NA,3.494907701,8.150857321,7.521761602,6.62990402
MAE,6.884607706,6.202165127,5.789915908,5.463254482,5.262187848,5.047572294,4.915730184,4.929446718,4.932029555,4.93195385,NA,4.853459473,7.926023216,6.680325748,6.967996067
MAE,6.063394844,5.093138676,4.717265968,4.495466496,4.409626275,4.293374062,4.258199385,4.216079849,4.21047957,4.210439797,NA,3.938993922,9.005101385,7.644961663,7.48301484
MAE,5.895731459,4.694905808,4.121952974,3.790927104,3.58887955,3.342944645,3.236789596,3.227910081,3.227053752,3.227070988,NA,3.320966857,7.988264667,6.325844828,7.270843377
MAE,6.515583333,5.358118449,4.906861993,4.798548502,4.756922037,4.600322263,4.515438356,4.507796676,4.509610521,4.509661629,NA,4.283747238,8.822043332,6.773676696,7.018852307
MAE,6.317674532,5.663551811,5.41859669,5.068476321,4.849632906,4.668893242,4.59843687,4.594598233,4.595820971,4.59585891,NA,4.309276143,10.23670385,7.501984167,8.299173095
MAE,6.710615425,5.729810219,5.34759003,5.171489668,4.898526296,4.724238346,4.728128669,4.699596818,4.694555683,4.694582687,NA,4.629541188,8.855177493,8.116437792,7.607653449
MAE,5.869064837,4.950401259,4.544480703,4.400224726,4.185396543,4.077817726,4.024013676,3.986887106,3.987278866,3.98733056,NA,3.856289777,9.745752984,7.849011876,8.112518685
MAE,5.907638213,5.04566028,4.717822566,4.506955386,4.372724296,4.175660598,4.184349758,4.170066753,4.169121782,4.169120477,NA,3.927281124,8.050666465,7.280354588,6.035735871
MAE,6.815294656,5.337691119,4.815590934,4.537651438,4.396886152,4.26290749,4.221892877,4.247157668,4.251825833,4.251749678,NA,4.046686571,9.098617793,7.566766913,7.61466458
MAE,5.977273257,4.956219804,4.499736043,4.190907485,3.891203815,3.726521895,3.621100327,3.578164237,3.581129014,3.581191547,NA,3.467110516,8.110810899,7.5732883,6.915090975
MAE,6.274095043,5.1084716,4.598215027,4.274646833,4.057228232,3.977242287,3.943009014,3.947311321,3.947624831,3.947587604,NA,3.673300333,8.311586931,7.419991656,6.608192859
MAE,6.020319776,5.141525673,4.854471484,4.64030154,4.414462458,4.285885046,4.239944383,4.231720037,4.23590358,4.236013809,NA,4.239642411,7.359056085,6.943318737,6.699935169
MAE,5.832345786,4.852217504,4.370876118,4.101461894,3.956885365,3.818505986,3.831233671,3.810309828,3.810146612,3.810148558,NA,3.475551475,7.790661215,6.533235067,6.858860756
MAE,6.580129375,5.730995972,5.303072349,5.013139366,4.87098966,4.69471731,4.659739479,4.613200813,4.610709192,4.61081667,NA,3.956319217,8.103631907,7.121040509,6.690088717
MAE,6.818027534,5.719607913,5.356848287,4.966351665,4.723490323,4.619169995,4.549414696,4.549422231,4.549314309,4.549381671,NA,4.397210684,8.212101772,6.909576545,7.168684629
MAE,6.125287395,5.307664605,4.656099649,4.238365316,3.908883766,3.65937871,3.517787981,3.554017732,3.554675527,3.554713424,NA,3.517245027,7.890084972,7.435105559,7.295547362
MAE,7.089298213,5.826470383,5.088636815,4.78937547,4.54993048,4.475943087,4.395430486,4.387845278,4.38839662,4.388380994,NA,4.188362674,8.88117639,6.811970531,7.609282884
MAE,6.052700597,5.060907015,4.699275792,4.483783887,4.282307352,4.130563464,4.100770816,4.077062918,4.07967278,4.079711587,NA,3.798061959,8.564821448,6.996879056,6.588452628
MAE,5.77622841,4.825609752,4.535873588,4.366778928,4.198556476,4.043246259,3.910962131,3.774651942,3.76139933,3.761390522,NA,3.608925838,7.399715447,7.966616743,6.341396277
MAE,6.186256551,4.942376592,4.561640389,4.294671664,4.188829912,4.030084496,3.863360152,3.811388152,3.809616771,3.809576409,NA,3.798074022,8.714598569,6.698624662,7.386092754
MAE,6.802727932,5.76680123,5.357713277,5.119180041,4.959966693,4.777805316,4.770252044,4.724816923,4.719345654,4.719575952,NA,4.254175935,8.36060662,8.404692131,7.02012588
MAE,6.453120929,5.379275178,4.849629962,4.616379555,4.442510865,4.334541105,4.228322419,4.274017344,4.277545973,4.277601694,NA,3.724700893,8.859443741,7.003604736,7.242328416
MAE,6.46157964,5.192957123,4.777591034,4.402217763,4.160000372,3.941073178,3.904798672,3.923820067,3.926745173,3.926756253,NA,3.634502704,7.581108559,6.990323076,7.359955197
MAE,6.859702058,5.623912932,5.010990014,4.685191308,4.471945724,4.270196818,4.105862769,4.058503139,4.059203975,4.05918797,NA,3.997406002,8.454846042,7.85159182,8.480167683
MAE,6.26754661,4.914256207,4.298375643,3.906016789,3.666222415,3.544726069,3.501789487,3.506239942,3.504751101,3.504716866,NA,3.146634443,8.16579299,6.445315166,7.136413149
MAE,6.376952566,5.572642074,5.03133693,4.788770019,4.614919132,4.417736016,4.264394365,4.252945783,4.25618596,4.256197074,NA,4.067559373,8.592745917,7.665372031,7.481821648
MAE,5.663084814,4.663444336,4.262378412,4.020382743,3.8398515,3.663064124,3.546225818,3.482572499,3.482542437,3.482620038,NA,3.39032671,7.997049274,6.780670123,6.431559727
MAE,6.375157184,5.34676936,4.733649198,4.34805713,4.153133371,3.966614424,3.747092316,3.675126903,3.673407357,3.673422959,NA,3.626715199,8.451681026,8.274365629,6.782367172
MAE,6.362893168,5.488150464,4.909526912,4.583731135,4.297026687,4.153731246,4.100981732,4.082590119,4.079665159,4.079550486,NA,4.001893683,7.53847115,6.911887942,7.756592405
MAE,7.455900369,5.878985198,5.296173184,4.967725989,4.732779236,4.600188435,4.51226714,4.50135802,4.500873185,4.500903323,NA,4.31528804,9.234006465,7.353309045,8.084242914
MAE,6.086633285,5.207849311,4.534754035,4.132584908,3.845998562,3.716840001,3.637246577,3.626480575,3.628873496,3.628817809,NA,3.542895757,7.367300815,6.989526909,6.667376942
MAE,6.24042636,5.422853109,5.203508956,4.996729683,4.78692524,4.64227035,4.634910653,4.631788646,4.631837942,4.631828138,NA,4.436768779,8.439216166,7.449387189,7.448870058
MAE,5.920499608,5.355139845,4.866811901,4.480224768,4.301696155,4.079795898,3.859250103,3.810630284,3.806170768,3.806175099,NA,3.907690787,8.071270584,7.264746618,7.503279026
MAE,6.228539011,5.241197425,4.775894846,4.614059325,4.498199011,4.395048803,4.327928796,4.316426279,4.316509399,4.316548121,NA,4.072740881,7.666755857,7.294963294,5.972755774
MAE,6.235662497,5.346090696,4.826693736,4.471384508,4.075591259,3.789298489,3.584506377,3.51903914,3.520248151,3.520271682,NA,3.732175449,8.442552857,6.672116005,7.831713178
MAE,6.553497582,5.475268168,5.205570159,4.983069662,4.680755715,4.374621538,4.267257278,4.237427973,4.236179908,4.236303583,NA,3.941600237,8.962069722,7.609369991,7.844740871
MAE,6.381944544,5.409557243,5.049848848,4.743413473,4.449734708,4.269213687,4.176123771,4.142629758,4.14298252,4.143031913,NA,3.992815724,8.312235581,7.019395449,6.784195778
MAE,5.687273057,4.77669673,4.491035883,4.272608577,4.111295679,3.917290027,3.811126519,3.803933613,3.807173347,3.807206972,NA,3.734283019,8.647106597,8.258430507,7.996053362
MAE,5.61793465,4.742379107,4.244346305,4.088307064,3.977374447,3.898348408,3.885580817,3.871445597,3.873758364,3.873824932,NA,3.651772486,7.121232831,6.438695626,5.89175064
MAE,6.52077681,5.344085259,4.825587106,4.431847,4.235047029,4.11910595,4.042747301,4.024677092,4.024208026,4.024197814,NA,3.767801665,8.102038199,6.560981301,6.865032805
MAE,5.583578595,4.855267079,4.457080349,4.127065446,3.900868993,3.865480384,3.864883751,3.866791942,3.865999723,3.866003535,NA,3.560931183,7.219734466,5.784099545,6.726560843
MAE,6.465532062,5.500994792,4.946906808,4.581563044,4.321376863,4.145250274,4.118111597,4.111804277,4.113755084,4.11388376,NA,4.151717115,8.44917257,6.461549432,6.513508777
MAE,6.430357159,5.424858362,5.13105959,5.021013678,4.850809144,4.679239276,4.601295697,4.603842035,4.605705365,4.60569961,NA,4.303550385,9.525604511,7.153044637,8.155006831
MAE,6.807926071,5.479834493,4.926652339,4.51420704,4.250957702,3.994068142,3.840694421,3.79630383,3.801833563,3.801854848,NA,3.916495252,8.256412333,7.131841695,6.937058565
MAE,6.859769334,5.669337838,5.18899056,4.886186974,4.622806907,4.500374746,4.385104744,4.326751076,4.327096447,4.326996213,NA,4.302956628,8.879598687,7.738102728,8.444678922
MAE,6.72842311,5.598841293,5.433874922,5.282541793,5.234417452,5.137613272,5.098707149,5.117772706,5.117965944,5.117960884,NA,4.741203079,8.581080764,6.695602965,7.265863099
MAE,5.420515515,4.735845501,4.441566743,4.350821199,4.069686038,3.977231104,3.890084966,3.849365591,3.849237767,3.849189498,NA,3.851170175,7.659930378,6.743913005,6.731258598
MAE,6.748800307,5.756893819,5.188697798,4.922406076,4.717428927,4.531471085,4.46805021,4.454326073,4.454376102,4.454376683,NA,4.095627282,7.964184372,7.926333526,7.297425465
MAE,5.84107487,4.65624232,4.329393878,4.009609863,3.727862943,3.544453506,3.439896332,3.429488356,3.427821786,3.427899062,NA,3.378855745,8.765788754,6.47321326,6.683394886
MAE,6.475356494,5.397208258,5.043379444,4.779143185,4.534320148,4.442737425,4.39143468,4.383490482,4.384445384,4.384291162,NA,4.277174553,9.320743489,7.336941692,7.764232719
MAE,5.709073684,4.961105269,4.759520957,4.50278983,4.304478526,4.213127931,4.087741515,4.032171211,4.031122392,4.031057431,NA,4.198403211,7.676130963,6.494753234,7.060837625
MAE,7.296046646,6.209498518,5.788863181,5.408576781,5.152057615,4.958960952,4.816436366,4.770029247,4.764093545,4.76408914,NA,4.420360186,9.689616802,7.559496756,8.781464768
MAE,6.351537438,5.058814363,4.418610221,4.25658025,4.127058973,3.987199973,3.829208926,3.81187181,3.806623247,3.806686483,NA,3.775019911,8.087192159,6.947403184,6.203496424
MAE,5.99209262,5.144552258,4.566963742,4.097000707,3.762228794,3.56622022,3.442257973,3.396761036,3.399921593,3.399927096,NA,3.70875742,8.032333996,7.620267879,7.59744169
MAE,6.269623431,5.305276275,4.863597683,4.376897989,3.984674765,3.781803072,3.673222164,3.623337443,3.622485915,3.622502974,NA,3.54784256,8.292681023,6.384594698,7.036644811
MAE,7.194938716,5.823920748,5.178712986,4.696962346,4.434644174,4.187067732,4.134214346,4.101329617,4.099930116,4.099941843,NA,4.037662061,8.325547074,6.891494125,7.101145502
MAE,5.999268563,4.812463412,4.622281067,4.294215069,4.049904264,3.870395266,3.766181832,3.716546824,3.716660641,3.716727262,NA,3.517894141,7.106973916,6.952416134,6.478164424
MAE,6.25076473,5.511268483,4.911185163,4.604262265,4.323639775,4.161479516,4.073101067,4.092270358,4.096917161,4.096851485,NA,4.342914001,8.32782487,7.57560741,7.350345067
MAE,6.668729312,5.464239052,4.912881164,4.632739729,4.434493115,4.140365423,4.022927169,3.99560144,3.997405655,3.997507146,NA,3.962273349,7.904112396,7.406200822,7.013440672
MAE,6.059436453,4.724740255,4.386997124,4.118892412,3.728033199,3.495060602,3.314569237,3.277937188,3.278552781,3.278460812,NA,3.465325589,7.918804596,6.850773334,6.809411867
MAE,5.17944976,4.387161066,3.992690225,3.84563419,3.753168168,3.723144254,3.755987473,3.745436216,3.74615858,3.746156055,NA,3.366161897,8.089646281,7.618532752,7.091082428
MAE,6.0587275,5.059464037,4.855005806,4.66913047,4.426736655,4.257820279,4.147268128,4.123505505,4.124574029,4.124518022,NA,4.051165987,7.715418931,7.465464947,7.44999019
MAE,5.972567831,5.093232604,4.962881065,4.676243646,4.370318703,4.188731348,4.104721299,4.085894959,4.084594012,4.084541749,NA,3.442288038,7.687092002,7.156361005,6.866202563
MAE,5.800893955,4.870558919,4.44083794,4.187810225,3.999193568,3.771455236,3.782477237,3.779395485,3.776668194,3.776540034,NA,3.995871491,7.279087064,7.801648672,6.173634978
MAE,6.257646424,4.963528398,4.37197544,4.077359087,3.858054614,3.792099312,3.710524225,3.680530115,3.682002983,3.681996009,NA,3.57884599,7.936749332,8.666641345,6.427868272
MAE,6.064713855,5.028607423,4.713029881,4.572547529,4.406022513,4.275808663,4.22147384,4.248177934,4.251236405,4.251312106,NA,3.830349458,8.548327758,7.370149697,6.523845386
MAE,6.401157082,5.355811162,4.776252783,4.501874085,4.289597316,4.245807214,4.181803619,4.07363327,4.069593079,4.069558625,NA,3.678567826,8.248131998,7.340169095,6.582701481
MAE,5.475635482,4.588018585,4.14973669,3.817067832,3.677679983,3.396086122,3.290687764,3.303049525,3.303725265,3.303695036,NA,3.497664623,7.373117953,7.390364257,6.903721287
MAE,6.604385331,5.547908818,4.992095893,4.707331601,4.624925189,4.512200749,4.419772136,4.384098723,4.382615614,4.382648609,NA,4.032381013,8.751272565,7.445730021,7.189707281
MAE,6.78755528,5.857853192,5.483569282,5.19947381,4.758418645,4.523395938,4.465922999,4.440230492,4.441381321,4.441275576,NA,4.374900797,9.102336292,7.772202885,6.979208111
MAE,6.132466677,5.437071561,5.047560547,4.645095813,4.455868171,4.335823636,4.234171875,4.227515235,4.230930162,4.230915801,NA,3.892319552,8.621372776,7.445103843,7.446960011
MAE,5.769244967,4.96513901,4.527373832,4.101062733,3.88526599,3.739281707,3.665424725,3.673207417,3.674837943,3.674823349,NA,3.469201672,7.703771368,6.703105994,6.389037183
MAE,5.926048585,4.709078983,4.251288596,4.112849938,3.921556602,3.689314418,3.623654255,3.575183073,3.574916414,3.574939209,NA,3.46265893,7.434180627,6.53170107,6.775959263
MAE,7.058183491,6.001976225,5.750305728,5.607322541,5.416427736,5.270161991,5.205128924,5.205187048,5.209776822,5.209884349,NA,4.807434497,8.775990779,8.876761843,8.490808839
MAE,5.306929319,4.55937117,4.044902115,3.812575069,3.655569284,3.462765827,3.376138733,3.364717818,3.365162264,3.36513454,NA,2.924344428,7.449651238,6.806985809,6.739196975
MAE,6.67023709,5.842204849,5.427872877,5.116589787,4.87997025,4.712210557,4.686108463,4.662400279,4.6633086,4.663341422,NA,4.442468171,9.004506336,7.302822772,7.332864784
MAE,6.764784517,5.84953361,5.395209773,5.102640241,4.922831356,4.732308202,4.651198942,4.602322725,4.601602593,4.601560333,NA,4.394632813,8.607959219,7.820822596,8.190275238
MAE,5.399598894,4.451746801,4.113763867,3.737642296,3.573786704,3.435602626,3.397896811,3.386916355,3.387962923,3.388020025,NA,3.146050736,7.194500111,6.332753826,6.697170407
MAE,5.288722495,4.362396096,4.016016257,3.900984466,3.840592719,3.654004356,3.525701129,3.463933134,3.462956391,3.462956936,NA,3.525681331,7.757133119,7.685879203,6.479746744
MAE,6.349163684,5.317486554,4.793500381,4.5976596,4.364365588,4.267783666,4.213200053,4.191273054,4.190692498,4.190560423,NA,3.975804183,8.741178904,6.944156632,6.60546349
MAE,6.792901964,5.230034105,4.743702546,4.511428789,4.396140581,4.280823893,4.18476211,4.109386501,4.108746787,4.108813076,NA,3.440745743,8.151525919,7.394833587,7.521676394
MAE,6.44013479,5.022860526,4.572444172,4.289237596,4.077333395,3.790190252,3.681598871,3.649056608,3.648993338,3.648978426,NA,3.668025043,8.154353563,6.439717777,7.75434423
MAE,5.765516129,4.690462652,4.215150283,3.889024947,3.739992748,3.643731478,3.530894387,3.574010207,3.574002555,3.574108294,NA,3.369883802,8.836384116,6.771376239,7.415095142
MAE,6.405159489,5.355716639,4.989580067,4.70028955,4.47117813,4.257599053,4.154752438,4.133951521,4.136496726,4.136520597,NA,4.089071082,8.846996373,7.705416207,7.192847972
MAE,6.616545924,5.534730479,5.12601408,4.88577197,4.613891848,4.332184078,4.287848851,4.258192993,4.255367643,4.255415934,NA,4.209204874,9.134530531,7.282647608,7.345590225
MAE,5.901921005,4.81434743,4.179023936,3.959001065,3.789997866,3.545948815,3.43390988,3.396940001,3.396938621,3.396895445,NA,3.292473794,8.146375418,6.708979198,6.08847606
MAE,6.262466588,5.106864272,4.377156992,4.249926203,4.133809972,3.91031539,3.817371932,3.784405202,3.78241738,3.782380954,NA,3.704368862,8.550482193,6.87600255,6.574861144
MAE,6.582492504,5.184863225,4.696031318,4.364452293,4.174778752,4.14886169,4.135243731,4.101472515,4.093306666,4.093339997,NA,4.048339831,8.205475075,6.507212966,7.064999027
MAE,5.883744328,5.206762929,4.657584362,4.305027173,4.090265948,3.922800383,3.826988761,3.80788217,3.810160493,3.810152508,NA,3.6947366,7.838653182,7.350958307,6.647191007
MAE,5.814089645,4.712978295,4.534875298,4.32562251,4.235315175,4.198114031,4.198043319,4.156815759,4.156471904,4.156453499,NA,3.997480074,8.035144701,6.707637135,6.747364893
MAE,6.644448892,5.768522466,5.263017515,4.973467745,4.734227029,4.587892576,4.55590945,4.52747743,4.527288622,4.527235276,NA,4.294953994,8.305374514,6.777437909,7.864674734
MAE,5.857867227,4.817645532,4.40982951,4.091948123,3.845991784,3.663246455,3.553784243,3.533672285,3.530519982,3.530534889,NA,3.709241421,8.615496528,8.164321962,7.342099812
MAE,6.670521434,5.783940397,5.482862963,5.156304085,4.837399968,4.672572868,4.567498761,4.541832746,4.542046037,4.542068196,NA,4.437381452,7.914776544,6.647647967,6.949195092
MAE,6.750540617,5.024884508,4.517535973,4.295710556,3.954338233,3.702163647,3.601701015,3.577163749,3.575739366,3.575717355,NA,3.057497872,7.958502058,6.354555711,6.798138199
MAE,6.844193953,5.907301326,5.171978198,4.708916972,4.281988465,4.09438032,4.010205299,3.960350451,3.957115895,3.957110601,NA,3.710843463,9.012864264,6.999168583,7.461254255
MAE,6.239455595,4.867679077,4.267066047,3.918841053,3.67175523,3.543448742,3.420994355,3.382734733,3.381658409,3.381622425,NA,3.046307323,7.666233254,6.897246295,6.861291983
MAE,7.189615791,6.149369628,5.636434347,5.343530397,5.140127111,4.97161755,4.88066152,4.821682412,4.819894078,4.819976664,NA,4.589326033,9.209462361,8.160808317,8.224145161
MAE,6.20392683,5.258386422,4.612778734,4.309797812,4.187365549,4.098838731,4.052862339,4.02353669,4.025214775,4.025215139,NA,3.693394117,8.464225749,7.472873064,7.257600844
MAE,6.873482074,5.488753551,4.967947622,4.714523829,4.395208844,4.152678218,4.064027983,4.056266104,4.057372092,4.057432868,NA,3.914431614,8.481204537,7.117298429,6.894308487
MAE,6.57506902,5.475349445,4.82561892,4.660582577,4.467095789,4.3581251,4.283944918,4.24990599,4.251551759,4.251581851,NA,4.075820259,7.981402571,8.289205115,6.689894039
MAE,6.684696043,5.926956785,5.56664848,5.408159291,5.305413944,5.148879604,5.054977397,4.961326103,4.946785094,4.946695579,NA,4.672285699,8.164093891,7.15223574,6.18221297
MAE,6.149170752,5.839651694,5.440888639,5.150646961,5.04595693,4.934445008,4.835145341,4.821854111,4.821185516,4.82118186,NA,4.533703348,8.79752961,7.725478383,7.812978094
MAE,6.362687853,5.336516971,4.958585667,4.677211736,4.518840698,4.324670482,4.24723246,4.256474913,4.26006358,4.260096384,NA,4.245651425,7.421738698,6.229697451,7.103132594
MAE,6.145924853,4.920836926,4.339035436,3.943472335,3.851780722,3.757655012,3.716633137,3.702946827,3.707073682,3.707030975,NA,3.210484268,8.002623373,6.548493631,6.286681717
MAE,6.648443238,5.230743363,4.652358424,4.328323485,4.085245652,3.971947731,3.969182199,3.97495865,3.971771952,3.971740312,NA,3.544282756,8.055615775,6.571109802,6.714337354
MAE,6.788438979,5.527527085,5.180255042,4.926272817,4.711522951,4.544248938,4.443040989,4.403365017,4.403464703,4.403455746,NA,4.083356323,9.139395569,7.053747919,7.391705952
MAE,5.78305408,4.846339907,4.23490993,3.866589026,3.606364656,3.38818471,3.302868921,3.296337614,3.300745116,3.300780591,NA,3.434500313,8.026602939,7.527221483,6.635809663
MAE,7.129404804,5.963595666,5.496305145,5.227318952,5.151034303,4.996242441,4.917039764,4.933143594,4.938116844,4.93818772,NA,4.513501983,8.645526571,7.196191589,7.370817185
MAE,6.108538138,5.118151269,4.841830144,4.574837514,4.307736763,4.112127632,3.978795613,3.937178881,3.932386522,3.932398948,NA,3.851416055,8.597499616,6.93090564,8.152306793
MAE,6.301950803,5.0771997,4.663466525,4.467803244,4.356548559,4.203031861,4.207422681,4.236195278,4.238357156,4.238342791,NA,3.820300214,8.143131219,8.203578374,6.751639469
MAE,6.6288383,5.469725835,5.045334336,4.952565256,4.766657907,4.634602536,4.610681892,4.577988552,4.572034861,4.571997079,NA,4.428613983,8.069450572,7.05166825,7.187609887
MAE,5.656720478,4.404376355,4.389172114,4.063767268,3.770298746,3.552120646,3.502668434,3.475338221,3.477264005,3.47727836,NA,3.1716587,9.44211797,7.233918374,7.424711148
MAE,6.227133047,5.105379147,4.681990911,4.415053216,4.16897405,3.981968963,3.847104095,3.818011797,3.817499989,3.81750992,NA,4.066523928,8.569507704,7.580242822,7.078127296
MAE,6.450896263,5.699876973,5.123225008,4.776388353,4.48994276,4.28335995,4.139135267,4.112437192,4.112287255,4.112220413,NA,4.210297479,8.990969727,6.558597725,8.058023451
MAE,5.907062245,5.268074632,5.048530839,5.005860454,4.787245598,4.663645097,4.533212923,4.537696856,4.537376519,4.537420222,NA,4.161957416,8.481946341,7.054144577,7.046944954
MAE,5.894360085,4.928057298,4.531039421,4.23427736,4.115837613,3.963298519,3.824491566,3.786328294,3.788056238,3.788090059,NA,3.496686724,8.52172607,7.189713091,7.947954791
MAE,6.682713924,5.786751787,5.045711661,4.634137427,4.310854371,4.161351609,4.138159929,4.176243648,4.17733091,4.177320314,NA,3.963131579,7.725035449,6.210908431,6.294728201
MAE,6.521468398,5.690756687,5.11621462,4.976653319,4.763059513,4.572373972,4.516604725,4.512646835,4.514002948,4.514054896,NA,4.305228621,8.417193837,7.570370919,6.739551034
MAE,7.580669893,6.360129045,5.739884933,5.454020017,5.185135177,5.057711166,4.969948254,4.916089023,4.916028125,4.916094667,NA,4.089863946,8.032902883,7.841264774,7.092451167
MAE,6.875806819,5.314340725,4.801344691,4.569128468,4.290952966,4.083447139,3.979376982,3.919953125,3.921703341,3.921737078,NA,3.422112082,8.418620141,6.430677811,6.917141488
MAE,6.010477629,4.854105575,4.411338621,4.19766137,4.003866712,3.851333259,3.825504073,3.84398408,3.844816448,3.844826465,NA,3.53280571,7.436754366,7.012701144,7.030108719
MAE,6.502074242,4.979706681,4.44784954,4.218555411,4.037958555,3.967630303,3.929751407,3.880327169,3.874237314,3.874232466,NA,3.676752523,8.120996058,7.148821688,6.836256371
MAE,5.973650659,5.113347701,4.635037557,4.223676235,3.947307689,3.882852087,3.711034054,3.708672503,3.710414886,3.710434652,NA,3.684627049,7.584277857,7.261193175,6.087425795
MAE,6.205219432,5.684875342,5.416370301,5.325881327,5.040599695,4.852586678,4.727530369,4.707628233,4.707297272,4.707325069,NA,4.910484879,8.955567055,7.734444432,7.478469779
MAE,6.690037107,5.510290253,5.103992008,4.846622742,4.561109139,4.368133057,4.339213257,4.33460594,4.334802792,4.334895459,NA,3.919030331,8.651658984,7.283383557,6.647329501
MAE,5.674622094,4.824568479,4.481447998,4.206987774,4.106758133,4.000329854,3.984829846,3.981182232,3.981165796,3.981172999,NA,3.637732531,7.840580613,7.291011927,7.735498002
MAE,6.315512567,5.35590545,4.802182519,4.462457258,4.242988139,4.015796826,3.82012472,3.71838153,3.717946784,3.717914282,NA,3.856370136,7.903755978,6.648156337,7.383251393
MAE,6.636927626,5.692324073,5.378995907,5.061952521,4.709585661,4.506186276,4.356245406,4.30869808,4.303622819,4.303674262,NA,3.77441941,8.366983565,7.384605885,7.448438061
MAE,6.354868649,5.576004342,5.222897183,4.796516447,4.489562287,4.407032159,4.433733308,4.457287195,4.457382389,4.457382377,NA,4.185412644,8.089303557,6.685493685,6.3275521
MAE,5.899912645,5.000880732,4.648290522,4.444745035,4.313563695,4.174114635,4.147305035,4.157927252,4.158082098,4.158159857,NA,3.915875219,8.323593252,6.891912054,7.06979805
MAE,6.688739678,5.684347776,5.243531155,4.977530955,4.759952709,4.615758044,4.506381188,4.465661915,4.467805168,4.467828337,NA,4.228254311,8.415593178,8.101619116,7.398220662
MAE,6.115949503,5.320840691,4.918339797,4.627192261,4.313249268,4.10447667,4.011084245,4.037022376,4.037235793,4.037216141,NA,3.998853812,8.432556004,6.54154657,7.194524868
MAE,6.10691142,4.771583342,4.417314978,4.144651402,4.005213146,3.825668591,3.783621368,3.781676218,3.783277596,3.783371454,NA,3.566238531,8.768878841,6.596793428,7.255241533
MAE,6.35227629,5.668709637,5.073456078,4.90973895,4.721299537,4.630001775,4.597267118,4.586843863,4.587019181,4.587116471,NA,4.239642751,8.388128842,7.42465028,7.398300694
MAE,6.617621679,5.5499674,5.110591165,4.914359608,4.706904558,4.594452894,4.526712171,4.50268646,4.507212536,4.507122709,NA,4.063690336,8.759902428,8.325719456,7.109754281
MAE,5.899418325,5.049783695,4.671263421,4.449613822,4.234883312,4.041789066,3.929302406,3.884712991,3.886984889,3.887020878,NA,3.867031902,7.555085155,6.92414366,6.367388894
MAE,6.160973282,5.091982012,4.598529077,4.337438027,4.079002285,3.978230512,3.868247423,3.826846334,3.825901162,3.825801391,NA,3.925467742,8.356529533,7.516657705,6.525536291
MAE,5.60953253,4.714138009,4.314327874,4.122952166,3.945182951,3.748701596,3.689845878,3.644284703,3.643047074,3.643020851,NA,3.909533286,8.122945874,6.865554234,7.101169822
MAE,6.457998867,5.300866759,4.859178687,4.580314155,4.335793935,4.27006058,4.25882962,4.224240223,4.222220124,4.222241284,NA,4.00204939,8.76717832,7.011219429,7.119035582
MAE,6.286491678,5.067808639,4.54094068,4.352755253,4.303360812,4.183312534,4.149855404,4.132115126,4.129560296,4.129512666,NA,3.87793445,8.649718776,7.188038855,6.49455465
MAE,6.489011218,5.239806565,4.873381875,4.702168937,4.464643918,4.246934185,4.131426318,4.045899712,4.045673196,4.04570017,NA,3.634854083,7.200240733,7.695577898,6.853399365
MAE,6.371572342,5.243445781,4.820511568,4.520564334,4.369670453,4.24663381,4.221297167,4.215616653,4.216047423,4.216050847,NA,3.900334295,9.059355382,7.488297441,7.864940978
MAE,6.736775621,5.771969001,5.36953473,5.11559256,5.040012501,4.799375906,4.637733447,4.58435487,4.577801261,4.577785243,NA,4.460638701,8.528905006,7.610724991,7.51367453
MAE,6.350404981,5.580181325,5.067713393,4.772823831,4.617109453,4.389346241,4.354439308,4.352000796,4.352382644,4.352442451,NA,4.197468791,7.960812617,6.576791519,6.466005397
MAE,6.861440462,5.428444458,4.876899618,4.461170653,4.188507094,4.008165926,3.946948312,3.939664272,3.939812277,3.939815411,NA,3.699033783,8.938162376,6.891899844,7.403635098
MAE,5.395287211,4.596464307,4.11299602,3.722216437,3.52585355,3.339421772,3.284614897,3.28590918,3.287053508,3.287023022,NA,3.394110244,7.63422312,6.93736003,6.966708606
MAE,7.035756721,5.568017728,5.042782415,4.69062268,4.379144768,4.15472619,4.023756037,3.993670442,3.992461957,3.992450697,NA,3.947376136,8.355914189,6.471086115,6.559397961
